ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ,label
-2.408,-0.5,-3.067,29.785,-49.438,-22.522,178.764,-8.569,-64.907,running
-0.066,-1.941,-12.234,29.785,-49.438,-22.522,179.077,-7.976,-64.688,running
-0.066,-0.233,-1.537,23.438,-114.197,-1.587,179.363,-6.746,-64.688,running
0.319,-0.233,-1.537,23.438,-114.197,-1.587,179.648,-5.521,-64.677,running
0.319,-0.222,-1.11,13.489,-124.023,15.747,179.846,-4.219,-64.83,running
0.559,-0.222,-1.11,13.489,-124.023,15.747,-179.956,-2.928,-64.984,running
0.559,-0.249,-0.839,6.348,-111.267,17.944,-179.835,-1.785,-65.149,running
0.542,-0.249,-0.839,6.348,-111.267,17.944,-179.714,-0.659,-65.314,running
0.542,-0.176,-0.608,3.906,-91.98,-7.019,-179.621,0.247,-65.22,running
0.468,-0.176,-0.608,3.906,-91.98,-7.019,-179.528,1.143,-65.127,running
0.468,-0.046,-0.309,3.357,-59.937,-32.471,-179.429,1.697,-64.775,running
0.359,-0.046,-0.309,3.357,-59.937,-32.471,-179.324,2.241,-64.424,running
0.359,-0.027,-0.063,18.372,-24.475,-22.522,-179.077,2.417,-64.171,running
0.327,-0.027,-0.063,18.372,-24.475,-22.522,-178.83,2.576,-63.918,running
0.327,-0.023,-0.402,60.303,33.875,-7.385,-178.176,2.148,-63.831,running
0.521,-0.023,-0.402,60.303,33.875,-7.385,-177.523,1.714,-63.748,running
0.521,-0.367,-1.476,101.135,127.014,9.094,-176.473,0.363,-63.885,running
0.203,-0.367,-1.476,101.135,127.014,9.094,-175.424,-0.983,-64.045,running
0.203,-0.665,-1.455,1.831,212.341,-19.348,-175.358,-3.186,-64.006,running
